"","SubmissionDate","starttime","endtime","enum","note_1","note_2","intro","consent_text","consent","note_3","resp_status","resp_interviewed","date_time","id_c","id_2_c","district_calc","id","id_2","district","sex_q2_1","day_q2_2","age_q2_3_c","age_q2_3","rel_q2_4","q2_4_oth","status_q2_5","q2_5_oth","lc1_naba_vht_q2_11","q2_12err","educ_q2_21","read_q2_22","read_q2_22b","lang_q2_23","q2_23_oth","other_lang_q2_24","q2_24err","q2_24_oth","activity_q3_1","q3_1_oth","frequency_discussion_q3_1","convers_q3_3","q3_3err","granchildren_q3_4","granchildren_boys_q3_5","food_q4_2","news_q4_1","watchTV_q4_1","mobile_q4_2","randomdraw1","random_order","note_q5_1","doctor_q5_1a","teacher_q5_1a","principal_q5_1a","official_q5_1a","judge_q5_1a","police_q5_1a","clergy_q5_1a","note_q5_1_b","doctor_q5_1b","teacher_q5_1b","police_q5_1b","clergy_q5_1b","principal_q5_1b","official_q5_1b","judge_q5_1b","note_q5_1_c","police_q5_1c","clergy_q5_1c","principal_q5_1c","official_q5_1c","judge_q5_1c","doctor_q5_1c","teacher_q5_1c","note_q5_1_d","police_q5_1d","clergy_q5_1d","doctor_q5_1d","teacher_q5_1d","principal_q5_1d","official_q5_1d","judge_q5_1d","note_q5_1_e","principal_q5_1e","official_q5_1e","judge_q5_1e","doctor_q5_1e","teacher_q5_1e","police_q5_1e","clergy_q5_1e","note_q5_1_f","principal_q5_1f","official_q5_1f","judge_q5_1f","police_q5_1f","clergy_q5_1f","doctor_q5_1f","teacher_q5_1f","goals_q6_2","q6_2err","note7_1","boys_school_q7_1","able_marry_q7_2","final_say_q7_3","child_rearing_q7_4","note8","note8_1","randomdraw2","action_q8_1a_1","action_q8_1b_1","action_q8_1b_2_1","action_q8_1c_1","action_q8_1d_1","action_q8_1d_2_1","action_q8_1a_2","action_q8_1b_2","action_q8_1b_2_2","action_q8_1c_2","action_q8_1d_2","action_q8_1d_2_2","action_q8_1a_3","action_q8_1b_3","action_q8_1b_2_3","action_q8_1c_3","action_q8_1d_3","action_q8_1d_2_3","action_q8_1a_4","action_q8_1b_4","action_q8_1b_2_4","action_q8_1c_4","action_q8_1d_4","action_q8_1d_2_4","note8_2","disobeys_q8_1a","disobeys_yes","disobeys_no","randomdraw3","chat_q8_1b","fin_pressure_q8_1c","no_housework_q8_1e","note8_3","disobeys_community_q8_2","housework_comm_q8_4","chat_community_q8_5","fin_press_comm_q8_6","react_q8_7","intervene_q8_9","spiral_risk_q8_7","note8_8","empathy_pair_q8_8","empathy_husband_q8_9","free_riding_ran","free_riding","free_riding_lug","free.riding_q8_10","free.riding_q8_10_oth","free.riding_q8_10_no","free.riding_q8_10_2","free.riding_q8_10_2no","revenge_q8_11","note8_12","forum_ran","forum","R_gender","R_not_gender","R_gender_lug","R_not_gender_lug","reporting_exp_q8_12","reporting_intro","reporting_intro_2","reporting_cost1_q8_13a","reporting_cost2_q8_13b","reporting_cost3_q8_13c","intervention_q9_1","interv_consequence_q9_2","randomdraw6","tribe_q2_25","q2_25_oth","tribe1","religion_q14_1","q14_1_oth","religion_times_q14_2","note16_1","note16_1_2","beaten_comm_q16_1","woman_beaten_q16_1b","report_q16_1c","q16_1err","report_q16_1c_oth","note_17","beating_freq_q17_2","beating_yes_q17_2b","beating_no_q17_2b","note_17_2","hh_violence_yesno_q17_2","incidents_q17_2b","hh_violence_freq_q17_3","hh_violence_yes_q17_3b","hh_violence_no_q17_3b","ipv_efficacy_q17_4","films_q17_1","other_attend_q17_2","content_q17_1b","q19_3err","content_q17_1b_oth","hear_q19_4","q19_4err","hear_q19_4_oth","note_19","q19_1","organizers_q18_1","followup_fest_q18_2","attendance_q18_3","cooperative_q20_1","person_q18_1","relationship_person_q18_2","q18_2_oth","q18_2berr","note18","note20","observe_conditions_q18_4","note20_2","survey_language","survey_language_oth","woman_kneeling","comments","instanceID","formdef_version","KEY","tc_id"
"318","May 25, 2017 7:53:41 PM","May 25, 2017 8:57:15 AM","May 25, 2017 9:48:00 AM",32,NA,NA,NA,NA,1,NA,1,1,"May 25, 2017 9:02:00 AM",41344901,41344901,"Mubende",NA,NA,NA,1,2,24,NA,NA,NA,3,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,3,"5 1 2 3 4 7 10",NA,3,3,"Cassava",5,2,4,0.243944995434429,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 2 5",NA,NA,1,1,1,1,NA,NA,0.663743937823311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,0.0935500020846879,2,NA,NA,NA,1,NA,2,NA,1,1,2,NA,1,1,0.233052821794315,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",1,NA,NA,NA,NA,1,NA,0.490791278739493,"Nabakyala","man","Woman","omusajja","omukazi",1,NA,NA,1,1,1,2,2,0.0785712618257846,24,NA,"Munyoro",NA,NA,NA,NA,NA,3,2,"1 2 3",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,3,NA,1,NA,3,NA,"uuid:48efe020-fb82-4ed7-aba6-42f12fd2a264",1705240757,"uuid:48efe020-fb82-4ed7-aba6-42f12fd2a264",82
"319","May 25, 2017 7:53:41 PM","May 25, 2017 11:19:56 AM","May 25, 2017 12:19:08 PM",32,NA,NA,NA,NA,1,NA,1,1,"May 25, 2017 11:27:00 AM",41337471,41337471,"Mubende",NA,NA,NA,1,1,45,NA,NA,NA,1,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,"1 4 10",NA,2,5,"Sweet potatoes and beans",5,2,5,0.904989309058189,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,"2 4 9",NA,NA,2,1,2,1,NA,NA,0.935680730411209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,1,NA,NA,2,NA,2,0.625993534199825,NA,2,NA,NA,2,NA,NA,2,1,1,1,NA,1,2,0.358418895115146,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",2,NA,"Because it may not be a usual thing, the husband beating the wife.",NA,NA,1,NA,0.755732003366268,"Police","man","Woman","omusajja","omukazi",1,NA,NA,1,1,2,1,2,0.407690065675797,22,NA,"Munyarwanda",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,3,NA,1,NA,3,NA,"uuid:7cbf2d1e-f97b-4020-98c0-3902d9fbceff",1705240757,"uuid:7cbf2d1e-f97b-4020-98c0-3902d9fbceff",81
"320","May 25, 2017 7:54:01 PM","May 25, 2017 11:35:30 AM","May 25, 2017 2:46:03 PM",27,NA,NA,NA,NA,1,NA,2,2,"May 25, 2017 11:36:00 AM",NA,NA,NA,"t41139041","t41139041",4,2,2,NA,52,2,NA,1,NA,"2 4 8",NA,1,4,NA,27,NA,"29 30",NA,NA,1,NA,3,"5 1 2 3 4 7 10",NA,4,5,"Sweet potatoes,  Irish and beans",3,1,4,0.769217976038148,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"1 4 5",NA,NA,2,1,2,2,NA,NA,0.7237946004015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.655798176842993,NA,2,NA,NA,1,NA,NA,2,2,1,1,NA,1,2,0.149378354724584,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",1,NA,NA,NA,NA,1,NA,0.98739610951152,"Police","woman","Man","omukazi","omusajja",2,NA,NA,1,1,1,2,2,0.750174806982895,18,NA,"Mukiga",3,NA,1,NA,NA,2,1,"1 2",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,7,1,NA,NA,NA,"6",NA,"Educative",NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,2,NA,2,NA,2,"The respondent wasn't good at speaking Runyankore but it was the only option we had, took long trying to understand one another but she was very willing!","uuid:af9013ca-9e94-4e03-a5a5-d438c0fe0839",1705240757,"uuid:af9013ca-9e94-4e03-a5a5-d438c0fe0839",107
"321","May 25, 2017 7:54:02 PM","May 25, 2017 1:29:58 PM","May 25, 2017 2:44:16 PM",27,NA,NA,NA,NA,1,NA,2,2,"May 25, 2017 1:30:00 PM",NA,NA,NA,"w41139651","w41139651",4,2,1,NA,25,2,NA,2,NA,"11",NA,13,NA,2,2,NA,"1",NA,NA,7,NA,3,"5 1 2 10",NA,4,5,"Matooke ",5,4,4,0.308607378417568,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 3 7",NA,NA,2,1,2,1,NA,NA,0.77667728948412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,2,NA,NA,2,NA,2,0.192079351264612,2,NA,NA,NA,1,NA,1,NA,1,1,2,NA,2,2,0.40706299198725,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",1,NA,NA,NA,NA,1,NA,0.148749273082802,"LC1","woman","Man","omukazi","omusajja",2,NA,NA,2,2,1,1,2,0.0802957846587523,1,NA,"Muganda",2,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,7,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,5,NA,1,NA,2,"The survey took long because we did it at the respondent's shop, we had to keep breaking for confidentiality! ","uuid:31c9b106-6376-433c-91eb-6b8e92d21bbf",1705240757,"uuid:31c9b106-6376-433c-91eb-6b8e92d21bbf",107
"322","May 25, 2017 7:54:05 PM","May 25, 2017 9:07:36 AM","May 25, 2017 9:53:58 AM",15,NA,NA,NA,NA,1,NA,1,1,"May 25, 2017 9:08:00 AM",41623251,41623251,"Mubende",NA,NA,NA,2,2,42,NA,NA,NA,3,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,3,"4",NA,4,5,"Matooke",1,6,5,0.939257515223972,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,"2 3 9",NA,NA,2,1,1,1,NA,NA,0.765075278741987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,1,1,NA,0.966325888364241,NA,NA,2,NA,2,2,NA,NA,1,1,1,NA,1,1,0.736453561805483,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,2,NA,0.193198542363614,"LC1","woman","Man","omukazi","omusajja",2,NA,NA,1,1,1,1,2,0.895121877844646,24,NA,"Munyoro",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,"uuid:13b5a8ab-aa77-4b45-853c-c793290a9aa7",1705240757,"uuid:13b5a8ab-aa77-4b45-853c-c793290a9aa7",96
"323","May 25, 2017 7:54:12 PM","May 25, 2017 4:28:09 PM","May 25, 2017 5:28:07 PM",15,NA,NA,NA,NA,1,NA,2,2,"May 25, 2017 4:28:00 PM",NA,NA,NA,"t41006011","t41006011",4,2,2,NA,47,2,NA,2,NA,"11",NA,6,2,NA,29,NA,"2",NA,NA,1,NA,3,"1 2 4 10",NA,4,5,"Matooke",4,1,5,0.587642739154655,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 3 9",NA,NA,2,2,2,1,NA,NA,0.825563969510058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,NA,NA,2,NA,2,0.881940671982863,NA,NA,2,NA,2,2,NA,NA,1,1,1,NA,1,2,0.67338019043625,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,1,NA,0.00322997501876199,"LC1","woman","Man","omukazi","omusajja",2,NA,NA,1,1,1,1,2,0.0325080466304049,18,NA,"Mukiga",2,NA,3,NA,NA,3,1,"2",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,7,4,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,"uuid:95b4f95e-7ee4-480d-9f82-44687a08fd89",1705240757,"uuid:95b4f95e-7ee4-480d-9f82-44687a08fd89",72
"324","May 25, 2017 7:54:41 PM","May 25, 2017 8:52:30 AM","May 25, 2017 9:55:09 AM",26,NA,NA,NA,NA,1,NA,1,1,"May 25, 2017 8:52:00 AM",40731381,40731381,"Mubende",NA,NA,NA,2,1,41,NA,NA,NA,1,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,"1 2 4 10",NA,4,5,"Matooke",1,6,2,0.559797409330251,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 7 9",NA,NA,2,2,2,2,NA,NA,0.44310802189352,NA,NA,NA,NA,NA,NA,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.914108371777218,NA,NA,2,NA,2,2,NA,NA,1,1,1,NA,1,1,0.544089182399284,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,2,NA,0.204117127473083,"LC1","woman","Man","omukazi","omusajja",2,NA,NA,2,2,2,2,1,0.290186356618522,18,NA,"Mukiga",NA,NA,NA,NA,NA,5,2,"1 2 3",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,4,NA,1,NA,2,"Survey was okay.","uuid:29d80c78-822e-452b-a20d-ac6d69ad3996",1705240757,"uuid:29d80c78-822e-452b-a20d-ac6d69ad3996",88
"325","May 25, 2017 7:54:46 PM","May 25, 2017 10:12:55 AM","May 25, 2017 11:15:07 AM",26,NA,NA,NA,NA,1,NA,1,1,"May 25, 2017 10:13:00 AM",40731051,40731051,"Mubende",NA,NA,NA,2,2,33,NA,NA,NA,1,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,"5 1 2 7 10",NA,4,5,"Matooke",5,2,5,0.584235706379543,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 3 9",NA,NA,2,2,1,1,NA,NA,0.967331020524327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,NA,NA,2,NA,2,0.368995755973553,NA,2,NA,NA,1,NA,NA,2,1,1,1,NA,1,2,0.859295050041426,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,2,NA,0.0971484162668074,"LC1","woman","Man","omukazi","omusajja",1,NA,NA,1,1,1,1,2,0.239872540941972,18,NA,"Mukiga",NA,NA,NA,NA,NA,7,5,"2 3",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,3,NA,1,NA,2,"Survey was okay no issues.","uuid:41d7814f-857e-449b-8395-85ab1c2857c8",1705240757,"uuid:41d7814f-857e-449b-8395-85ab1c2857c8",88
"326","May 25, 2017 7:54:47 PM","May 25, 2017 3:44:28 PM","May 25, 2017 4:52:33 PM",26,NA,NA,NA,NA,1,NA,2,2,"May 25, 2017 3:45:00 PM",NA,NA,NA,"t40731061","t40731061",4,2,2,NA,33,2,NA,1,NA,"2",NA,18,NA,4,27,NA,"2 34",NA,NA,1,NA,3,"8",NA,4,5,"Matooke",4,6,5,0.658217585155196,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 7 9",NA,NA,2,2,1,1,NA,NA,0.166502762189065,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.542765164594607,NA,2,NA,NA,2,NA,NA,2,1,1,1,NA,1,2,0.120867109214019,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",1,NA,NA,NA,NA,2,NA,0.638048854645909,"Nabakyala","woman","Man","omukazi","omusajja",2,NA,NA,1,1,1,1,1,0.157596235053141,18,NA,"Mukiga",2,NA,1,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,7,4,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,5,NA,1,NA,1,"Survey was okay though respondent was at first hestitant.","uuid:94976674-03b9-4562-a235-549056e46db4",1705240757,"uuid:94976674-03b9-4562-a235-549056e46db4",88
"327","May 25, 2017 7:54:57 PM","May 25, 2017 10:57:05 AM","May 25, 2017 5:32:17 PM",10,NA,NA,NA,NA,1,NA,2,2,"May 25, 2017 10:58:00 AM",NA,NA,NA,"t41312041","t41312041",4,2,2,NA,46,2,NA,1,NA,"11",NA,3,4,NA,26,NA,"37",NA,NA,1,NA,3,"4",NA,5,2,"Rice,posho,beans and meat",3,6,5,0.489672303543515,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 7 9",NA,NA,1,1,1,1,NA,NA,0.870427141435637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,2,NA,1,0.847826933999403,NA,NA,2,NA,2,2,NA,NA,1,1,1,NA,1,2,0.170987095163751,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",1,NA,NA,NA,NA,1,NA,0.267580787471929,"LC1","woman","Man","omukazi","omusajja",1,NA,NA,1,1,1,1,2,0.134067731349212,31,NA,NA,2,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,"uuid:c66516a3-d523-422b-8a7a-596c28d160cd",1705240757,"uuid:c66516a3-d523-422b-8a7a-596c28d160cd",80
"328","May 25, 2017 7:54:57 PM","May 25, 2017 12:27:23 PM","May 25, 2017 1:38:17 PM",10,NA,NA,NA,NA,1,NA,2,2,"May 25, 2017 12:29:00 PM",NA,NA,NA,"t41312011","t41312011",4,2,2,NA,42,1,NA,6,NA,"11",NA,18,NA,4,30,NA,"26 30",NA,NA,1,NA,1,"1 3 4 7",NA,4,5,"Matooke and rice",5,1,5,0.810560184912704,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"1 2 5",NA,NA,2,2,1,1,NA,NA,0.157212763543837,2,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.504506736021625,NA,2,NA,NA,2,NA,NA,1,1,1,1,NA,1,2,0.821613153677946,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",2,NA,"The chairman would not believe me",NA,NA,1,NA,0.493748798883632,"Nabakyala","woman","Man","omukazi","omusajja",2,NA,NA,1,1,1,1,2,0.598306901443848,22,NA,"Munyarwanda",8,NA,3,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,1,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,"uuid:278a916d-d44d-4942-9e67-eb2c8b2e3aee",1705240757,"uuid:278a916d-d44d-4942-9e67-eb2c8b2e3aee",80
"329","May 25, 2017 7:55:04 PM","May 25, 2017 2:39:09 PM","May 25, 2017 5:32:47 PM",27,NA,NA,NA,NA,1,NA,2,2,"May 25, 2017 2:40:00 PM",NA,NA,NA,"t40345061","t40345061",4,2,1,NA,29,2,NA,1,NA,"2",NA,18,NA,4,26,NA,"26",NA,NA,1,NA,2,"5 1 2 4",NA,5,3,"Beans and sweat potatoes",4,1,5,0.743911139363319,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"2 4 9",NA,NA,1,1,1,1,NA,NA,0.409024060756768,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.333386302337868,NA,2,NA,NA,2,NA,NA,2,1,1,1,NA,2,NA,0.525964679213978,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,1,NA,0.546137272710155,"Nabakyala","woman","Man","omukazi","omusajja",2,NA,NA,1,1,2,1,1,0.373793145592315,14,NA,"Mufumbira",9,NA,3,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,"uuid:a300de64-16ed-4f62-9652-45a1090eb2d9",1705240757,"uuid:a300de64-16ed-4f62-9652-45a1090eb2d9",67
"330","May 25, 2017 7:55:13 PM","May 25, 2017 4:25:36 PM","May 25, 2017 5:27:52 PM",27,NA,NA,NA,NA,1,NA,2,2,"May 25, 2017 4:26:00 PM",NA,NA,NA,"t40328021","t40328021",4,2,2,NA,55,1,NA,6,NA,"1 4 6 8",NA,18,NA,4,30,NA,"30",NA,NA,1,NA,1,"5 1 2 4",NA,NA,NA,"Matooke,rice,irish potatoes and beans",3,1,4,0.671870246238376,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"2 7 9",NA,NA,1,1,1,1,NA,NA,0.935715622898607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,2,NA,2,0.318968622681832,2,NA,NA,NA,2,NA,2,NA,1,1,1,NA,1,2,0.873814280491985,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",2,NA,"I dont know whether they want to report the mater",NA,NA,1,NA,0.816182508756691,"Police","woman","Man","omukazi","omusajja",2,NA,NA,1,1,1,1,2,0.422929943122796,22,NA,"Munyarwanda",9,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,"uuid:3ce94632-237b-4c58-ab55-99d56c21e7d3",1705240757,"uuid:3ce94632-237b-4c58-ab55-99d56c21e7d3",65
